,x
5368,-0.16
5369,-0.17
5370,-0.19
5371,-0.22
5372,-0.26
5373,-0.28
5374,-0.28
5375,-0.31
5376,-0.33
5377,-0.34
5378,-0.34
5379,-0.33
5380,-0.32
5381,-0.32
5382,-0.3
5383,-0.28
5384,-0.27
5385,-0.25
5386,-0.22
5387,-0.22
5388,-0.21
5389,-0.19
5390,-0.18
5391,-0.18
5392,-0.19
5393,-0.19
5394,-0.21
5395,-0.23
5396,-0.25
5397,-0.27
5398,-0.29
5399,-0.29
5400,-0.32
5401,-0.37
5402,-0.41
5403,-0.45
5404,-0.48
5405,-0.51
5406,-0.51
5407,-0.54
5408,-0.55
5409,-0.57
5410,-0.56
5411,-0.54
5412,-0.54
5413,-0.5
5414,-0.46
5415,-0.42
5416,-0.37
5417,-0.33
5418,-0.33
5419,-0.28
5420,-0.24
5421,-0.21
5422,-0.2
5423,-0.18
5424,-0.18
5425,-0.18
5426,-0.17
5427,-0.16
5428,-0.15
5429,-0.14
5430,-0.13
5431,-0.13
5432,-0.12
5433,-0.11
5434,-0.1
5435,-0.11
5436,-0.11
5437,-0.11
5438,-0.12
5439,-0.14
5440,-0.16
5441,-0.18
5442,-0.18
5443,-0.18
5444,-0.18
5445,-0.19
5446,-0.19
5447,-0.2
5448,-0.21
5449,-0.22
5450,-0.22
5451,-0.22
5452,-0.22
5453,-0.22
5454,-0.23
5455,-0.25
5456,-0.25
5457,-0.27
5458,-0.29
5459,-0.32
5460,-0.34
5461,-0.36
5462,-0.36
5463,-0.38
5464,-0.39
5465,-0.41
5466,-0.41
5467,-0.41
5468,-0.4
5469,-0.4
5470,-0.39
5471,-0.37
5472,-0.34
5473,-0.31
5474,-0.28
5475,-0.28
5476,-0.25
5477,-0.22
5478,-0.21
5479,-0.2
5480,-0.19
5481,-0.19
5482,-0.18
5483,-0.18
5484,-0.18
5485,-0.2
5486,-0.23
5487,-0.23
5488,-0.26
5489,-0.28
5490,-0.29
5491,-0.31
5492,-0.33
5493,-0.33
5494,-0.34
5495,-0.35
5496,-0.34
5497,-0.34
5498,-0.33
5499,-0.31
5500,-0.31
5501,-0.29
5502,-0.28
5503,-0.26
5504,-0.24
5505,-0.22
5506,-0.22
5507,-0.2
5508,-0.2
5509,-0.2
5510,-0.2
5511,-0.2
5512,-0.2
5513,-0.22
5514,-0.24
5515,-0.26
5516,-0.27
5517,-0.28
5518,-0.28
5519,-0.3
5520,-0.33
5521,-0.36
5522,-0.39
5523,-0.43
5524,-0.46
5525,-0.46
5526,-0.48
5527,-0.5
5528,-0.51
5529,-0.51
5530,-0.51
5531,-0.49
5532,-0.49
5533,-0.46
5534,-0.42
5535,-0.39
5536,-0.35
5537,-0.35
5538,-0.31
5539,-0.27
5540,-0.23
5541,-0.21
5542,-0.19
5543,-0.17
5544,-0.17
5545,-0.15
5546,-0.14
5547,-0.12
5548,-0.11
5549,-0.1
5550,-0.1
5551,-0.09
5552,-0.1
5553,-0.11
5554,-0.13
5555,-0.14
5556,-0.14
5557,-0.15
5558,-0.17
5559,-0.19
5560,-0.2
5561,-0.21
5562,-0.21
5563,-0.22
5564,-0.21
5565,-0.2
5566,-0.19
5567,-0.19
5568,-0.18
5569,-0.19
5570,-0.19
5571,-0.19
5572,-0.19
5573,-0.19
5574,-0.2
5575,-0.2
5576,-0.21
5577,-0.23
5578,-0.24
5579,-0.26
5580,-0.27
5581,-0.27
5582,-0.28
5583,-0.28
5584,-0.29
5585,-0.3
5586,-0.29
5587,-0.29
5588,-0.28
5589,-0.26
5590,-0.24
5591,-0.21
5592,-0.19
5593,-0.17
5594,-0.17
5595,-0.15
5596,-0.12
5597,-0.1
5598,-0.08
5599,-0.07
5600,-0.07
5601,-0.07
5602,-0.08
5603,-0.09
5604,-0.1
5605,-0.12
5606,-0.12
5607,-0.14
5608,-0.16
5609,-0.17
5610,-0.19
5611,-0.2
5612,-0.21
5613,-0.21
5614,-0.22
5615,-0.21
5616,-0.21
5617,-0.2
5618,-0.19
5619,-0.19
5620,-0.18
5621,-0.18
5622,-0.16
5623,-0.14
5624,-0.12
5625,-0.12
5626,-0.11
5627,-0.1
5628,-0.1
5629,-0.1
5630,-0.1
5631,-0.1
5632,-0.12
5633,-0.14
5634,-0.14
5635,-0.15
5636,-0.15
5637,-0.17
5638,-0.17
5639,-0.2
5640,-0.21
5641,-0.24
5642,-0.27
5643,-0.31
5644,-0.31
5645,-0.34
5646,-0.37
5647,-0.39
5648,-0.39
5649,-0.38
5650,-0.38
5651,-0.35
5652,-0.31
5653,-0.27
5654,-0.23
5655,-0.19
5656,-0.14
5657,-0.14
5658,-0.11
5659,-0.08
5660,-0.05
5661,-0.04
5662,-0.02
5663,-0.02
5664,2.55
5665,0.0
5666,0.01
5667,0.02
5668,0.02
5669,0.02
5670,0.01
5671,-2.56
5672,-0.01
5673,-0.02
5674,-0.02
5675,-0.02
5676,-0.03
5677,-0.03
5678,-0.04
5679,-0.04
5680,-0.05
5681,-0.06
5682,-0.06
5683,-0.07
5684,-0.07
5685,-0.07
5686,-0.07
5687,-0.07
5688,-0.07
5689,-0.08
5690,-0.08
5691,-0.08
5692,-0.08
5693,-0.09
5694,-0.09
5695,-0.11
5696,-0.13
5697,-0.15
5698,-0.16
5699,-0.18
5700,-0.19
5701,-0.19
5702,-0.2
5703,-0.21
5704,-0.22
5705,-0.22
5706,-0.22
5707,-0.22
5708,-0.21
5709,-0.19
5710,-0.18
5711,-0.16
5712,-0.14
5713,-0.14
5714,-0.12
5715,-0.11
5716,-0.1
5717,-0.1
5718,-0.1
5719,-0.1
5720,-0.1
5721,-0.1
5722,-0.1
5723,-0.1
5724,-0.1
5725,-0.11
5726,-0.11
5727,-0.13
5728,-0.16
5729,-0.18
5730,-0.21
5731,-0.23
5732,-0.23
5733,-0.24
5734,-0.24
5735,-0.24
5736,-0.23
5737,-0.22
5738,-0.22
5739,-0.2
5740,-0.19
5741,-0.17
5742,-0.16
5743,-0.14
5744,-0.14
5745,-0.13
5746,-0.12
5747,-0.12
5748,-0.12
5749,-0.12
5750,-0.13
5751,-0.13
5752,-0.13
5753,-0.14
5754,-0.15
5755,-0.15
5756,-0.17
5757,-0.17
5758,-0.19
5759,-0.23
5760,-0.26
5761,-0.29
5762,-0.32
5763,-0.32
5764,-0.35
5765,-0.37
5766,-0.38
5767,-0.4
5768,-0.4
5769,-0.4
5770,-0.39
5771,-0.36
5772,-0.33
5773,-0.3
5774,-0.25
5775,-0.2
5776,-0.2
5777,-0.16
5778,-0.13
5779,-0.11
5780,-0.09
5781,-0.07
5782,-0.07
5783,-0.05
5784,-0.03
5785,-0.02
5786,-0.01
5787,-0.01
5788,-0.01
5789,-0.02
5790,-0.04
5791,-0.07
5792,-0.08
5793,-0.08
5794,-0.07
5795,-0.07
5796,-0.08
5797,-0.08
5798,-0.08
5799,-0.08
5800,-0.1
5801,-0.1
5802,-0.11
5803,-0.13
5804,-0.13
5805,-0.13
5806,-0.13
5807,-0.13
5808,-0.12
5809,-0.12
5810,-0.11
5811,-0.09
5812,-0.09
5813,-0.09
5814,-0.09
5815,-0.1
5816,-0.12
5817,-0.13
5818,-0.15
5819,-0.16
5820,-0.16
5821,-0.16
5822,-0.17
5823,-0.17
5824,-0.17
5825,-0.18
5826,-0.18
5827,-0.18
5828,-0.17
5829,-0.16
5830,-0.14
5831,-0.12
5832,-0.12
5833,-0.1
5834,-0.09
5835,-0.07
5836,-0.07
5837,-0.07
5838,-0.07
5839,-0.07
5840,-0.07
5841,-0.07
5842,-0.07
5843,-0.07
5844,-0.07
5845,-0.07
5846,-0.09
5847,-0.1
5848,-0.12
5849,-0.14
5850,-0.15
5851,-0.15
5852,-0.16
5853,-0.17
5854,-0.18
5855,-0.18
5856,-0.17
5857,-0.17
5858,-0.16
5859,-0.15
5860,-0.14
5861,-0.12
5862,-0.11
5863,-0.11
5864,-0.09
5865,-0.08
5866,-0.08
5867,-0.08
5868,-0.07
5869,-0.08
5870,-0.08
5871,-0.09
5872,-0.09
5873,-0.1
5874,-0.11
5875,-0.12
5876,-0.12
5877,-0.14
5878,-0.18
5879,-0.22
5880,-0.24
5881,-0.27
5882,-0.27
5883,-0.3
5884,-0.31
5885,-0.34
5886,-0.35
5887,-0.35
5888,-0.35
5889,-0.33
5890,-0.3
5891,-0.25
5892,-0.21
5893,-0.17
5894,-0.14
5895,-0.14
5896,-0.11
5897,-0.09
5898,-0.06
5899,-0.03
5900,2.55
5901,2.55
5902,0.0
5903,0.02
5904,0.02
5905,0.02
5906,0.02
5907,0.02
5908,0.01
5909,-2.56
5910,-0.01
5911,-0.02
5912,-0.02
5913,-0.03
5914,-0.03
5915,-0.03
5916,-0.04
5917,-0.03
5918,-0.02
5919,-0.02
5920,-0.02
5921,-0.02
5922,-0.05
5923,-0.07
5924,-0.08
5925,-0.08
5926,-0.08
5927,-0.08
5928,-0.08
5929,-0.08
5930,-0.08
5931,-0.08
5932,-0.09
5933,-0.09
5934,-0.11
5935,-0.13
5936,-0.15
5937,-0.17
5938,-0.2
5939,-0.2
5940,-0.21
5941,-0.23
5942,-0.23
5943,-0.24
5944,-0.24
5945,-0.24
5946,-0.23
5947,-0.22
5948,-0.21
5949,-0.19
5950,-0.18
5951,-0.18
5952,-0.16
5953,-0.16
5954,-0.15
5955,-0.15
5956,-0.15
5957,-0.15
5958,-0.15
5959,-0.14
5960,-0.14
5961,-0.14
5962,-0.14
5963,-0.15
5964,-0.15
5965,-0.17
5966,-0.2
5967,-0.22
5968,-0.23
5969,-0.25
5970,-0.25
5971,-0.27
5972,-0.27
5973,-0.27
5974,-0.27
5975,-0.27
5976,-0.27
5977,-0.26
5978,-0.25
5979,-0.23
5980,-0.21
5981,-0.19
5982,-0.19
5983,-0.18
5984,-0.17
5985,-0.16
5986,-0.16
5987,-0.16
5988,-0.16
5989,-0.16
5990,-0.17
5991,-0.18
5992,-0.18
5993,-0.18
5994,-0.19
5995,-0.19
5996,-0.22
5997,-0.25
5998,-0.29
5999,-0.32
6000,-0.35
6001,-0.35
6002,-0.38
6003,-0.4
6004,-0.41
6005,-0.43
6006,-0.43
6007,-0.43
6008,-0.42
6009,-0.39
6010,-0.36
6011,-0.32
6012,-0.28
6013,-0.25
6014,-0.25
6015,-0.21
6016,-0.16
6017,-0.12
6018,-0.1
6019,-0.09
6020,-0.09
6021,-0.08
6022,-0.08
6023,-0.08
6024,-0.07
6025,-0.06
6026,-0.06
6027,-0.06
6028,-0.06
6029,-0.07
6030,-0.07
6031,-0.08
6032,-0.1
6033,-0.1
6034,-0.13
6035,-0.15
6036,-0.16
6037,-0.17
6038,-0.18
6039,-0.18
6040,-0.19
6041,-0.2
6042,-0.2
6043,-0.19
6044,-0.17
6045,-0.17
6046,-0.16
6047,-0.15
6048,-0.14
6049,-0.12
6050,-0.11
6051,-0.11
6052,-0.12
6053,-0.14
6054,-0.17
6055,-0.19
6056,-0.21
6057,-0.23
6058,-0.23
6059,-0.25
6060,-0.25
6061,-0.25
6062,-0.25
6063,-0.25
6064,-0.25
6065,-0.24
6066,-0.22
6067,-0.21
6068,-0.19
6069,-0.17
6070,-0.17
6071,-0.14
6072,-0.12
6073,-0.1
6074,-0.1
6075,-0.1
6076,-0.1
6077,-0.1
6078,-0.1
6079,-0.12
6080,-0.13
6081,-0.15
6082,-0.17
6083,-0.17
6084,-0.19
6085,-0.19
6086,-0.2
6087,-0.21
6088,-0.22
6089,-0.22
6090,-0.23
6091,-0.21
6092,-0.2
6093,-0.19
6094,-0.17
6095,-0.17
6096,-0.15
6097,-0.12
6098,-0.1
6099,-0.08
6100,-0.08
6101,-0.08
6102,-0.08
6103,-0.08
6104,-0.09
6105,-0.11
6106,-0.13
6107,-0.14
6108,-0.14
6109,-0.15
6110,-0.16
6111,-0.17
6112,-0.18
6113,-0.19
6114,-0.19
6115,-0.2
6116,-0.24
6117,-0.27
6118,-0.31
6119,-0.34
6120,-0.34
6121,-0.36
6122,-0.39
6123,-0.42
6124,-0.45
6125,-0.45
6126,-0.44
6127,-0.44
6128,-0.41
6129,-0.37
6130,-0.33
6131,-0.28
6132,-0.24
6133,-0.24
6134,-0.2
6135,-0.17
6136,-0.14
6137,-0.11
6138,-0.09
6139,-0.09
6140,-0.08
6141,-0.06
6142,-0.05
6143,-0.06
6144,-0.06
6145,-0.06
6146,-0.07
6147,-0.09
6148,-0.1
6149,-0.11
6150,-0.11
6151,-0.12
6152,-0.12
6153,-0.13
6154,-0.14
6155,-0.14
6156,-0.15
6157,-0.15
6158,-0.15
6159,-0.15
6160,-0.15
6161,-0.17
6162,-0.17
6163,-0.17
6164,-0.17
6165,-0.17
6166,-0.17
6167,-0.18
6168,-0.17
6169,-0.17
6170,-0.17
6171,-0.18
6172,-0.2
6173,-0.22
6174,-0.24
6175,-0.26
6176,-0.29
6177,-0.31
6178,-0.31
6179,-0.32
6180,-0.32
6181,-0.32
6182,-0.31
6183,-0.31
6184,-0.3
6185,-0.27
6186,-0.25
6187,-0.23
6188,-0.2
6189,-0.2
6190,-0.18
6191,-0.17
6192,-0.15
6193,-0.15
6194,-0.15
6195,-0.14
6196,-0.14
6197,-0.14
6198,-0.15
6199,-0.16
6200,-0.17
6201,-0.19
6202,-0.19
6203,-0.22
6204,-0.25
6205,-0.28
6206,-0.3
6207,-0.31
6208,-0.31
6209,-0.32
6210,-0.31
6211,-0.31
6212,-0.3
6213,-0.28
6214,-0.26
6215,-0.26
6216,-0.24
6217,-0.22
6218,-0.21
6219,-0.19
6220,-0.18
6221,-0.18
6222,-0.18
6223,-0.17
6224,-0.18
6225,-0.18
6226,-0.2
6227,-0.2
6228,-0.21
6229,-0.21
6230,-0.21
6231,-0.21
6232,-0.21
6233,-0.21
6234,-0.22
6235,-0.24
6236,-0.26
6237,-0.29
6238,-0.32
6239,-0.32
6240,-0.36
6241,-0.38
6242,-0.4
6243,-0.41
6244,-0.4
6245,-0.38
6246,-0.38
6247,-0.36
6248,-0.34
6249,-0.3
6250,-0.26
6251,-0.21
6252,-0.21
6253,-0.16
6254,-0.14
6255,-0.12
6256,-0.11
6257,-0.1
6258,-0.1
6259,-0.09
6260,-0.09
6261,-0.09
6262,-0.09
6263,-0.07
6264,-0.07
6265,-0.07
6266,-0.07
6267,-0.08
6268,-0.09
6269,-0.11
6270,-0.12
6271,-0.12
6272,-0.13
6273,-0.13
6274,-0.13
6275,-0.14
6276,-0.15
6277,-0.15
6278,-0.17
6279,-0.18
6280,-0.18
6281,-0.18
6282,-0.17
6283,-0.17
6284,-0.16
6285,-0.15
6286,-0.15
6287,-0.15
6288,-0.16
6289,-0.16
6290,-0.18
6291,-0.21
6292,-0.23
6293,-0.26
6294,-0.28
6295,-0.29
6296,-0.29
6297,-0.3
6298,-0.31
6299,-0.31
6300,-0.31
6301,-0.29
6302,-0.29
6303,-0.27
6304,-0.24
6305,-0.22
6306,-0.2
6307,-0.17
6308,-0.17
6309,-0.15
6310,-0.12
6311,-0.09
6312,-0.08
6313,-0.08
6314,-0.08
6315,-0.08
6316,-0.1
6317,-0.12
6318,-0.14
6319,-0.16
6320,-0.19
6321,-0.19
6322,-0.21
6323,-0.22
6324,-0.23
6325,-0.24
6326,-0.25
6327,-0.25
6328,-0.24
6329,-0.24
6330,-0.22
6331,-0.2
6332,-0.18
6333,-0.18
6334,-0.16
6335,-0.14
6336,-0.12
6337,-0.11
6338,-0.1
6339,-0.1
6340,-0.1
6341,-0.1
6342,-0.11
6343,-0.12
6344,-0.13
6345,-0.15
6346,-0.15
6347,-0.16
6348,-0.18
6349,-0.19
6350,-0.19
6351,-0.19
6352,-0.19
6353,-0.19
6354,-0.2
6355,-0.22
6356,-0.26
6357,-0.29
6358,-0.29
6359,-0.32
6360,-0.35
6361,-0.38
6362,-0.4
6363,-0.4
6364,-0.39
6365,-0.39
6366,-0.37
6367,-0.34
6368,-0.3
6369,-0.26
6370,-0.21
6371,-0.21
6372,-0.17
6373,-0.13
6374,-0.1
6375,-0.08
6376,-0.05
6377,-0.05
6378,-0.03
6379,-0.02
6380,-0.02
6381,-0.02
6382,-0.02
6383,-0.02
6384,-0.03
6385,-0.04
6386,-0.05
6387,-0.06
6388,-0.07
6389,-0.09
6390,-0.09
6391,-0.11
6392,-0.12
6393,-0.11
6394,-0.1
6395,-0.09
6396,-0.09
6397,-0.08
6398,-0.1
6399,-0.12
6400,-0.13
6401,-0.14
6402,-0.14
6403,-0.14
6404,-0.14
6405,-0.14
6406,-0.14
6407,-0.15
6408,-0.15
6409,-0.17
6410,-0.2
6411,-0.22
6412,-0.25
6413,-0.27
6414,-0.29
6415,-0.29
6416,-0.32
6417,-0.33
6418,-0.34
6419,-0.34
6420,-0.33
6421,-0.33
6422,-0.31
6423,-0.29
6424,-0.26
6425,-0.22
6426,-0.19
6427,-0.19
6428,-0.16
6429,-0.13
6430,-0.12
6431,-0.11
6432,-0.11
6433,-0.11
6434,-0.11
6435,-0.12
6436,-0.13
6437,-0.14
6438,-0.16
6439,-0.16
6440,-0.19
6441,-0.22
6442,-0.24
6443,-0.27
6444,-0.29
6445,-0.3
6446,-0.3
6447,-0.29
6448,-0.29
6449,-0.28
6450,-0.26
6451,-0.25
6452,-0.25
6453,-0.23
6454,-0.21
6455,-0.19
6456,-0.17
6457,-0.15
6458,-0.15
6459,-0.14
6460,-0.13
6461,-0.13
6462,-0.15
6463,-0.16
6464,-0.16
6465,-0.18
6466,-0.2
6467,-0.2
6468,-0.2
6469,-0.2
6470,-0.21
6471,-0.21
6472,-0.22
6473,-0.24
6474,-0.26
6475,-0.28
6476,-0.32
6477,-0.32
6478,-0.36
6479,-0.4
6480,-0.43
6481,-0.44
6482,-0.43
6483,-0.43
6484,-0.39
6485,-0.37
6486,-0.34
6487,-0.3
6488,-0.25
6489,-0.25
6490,-0.2
6491,-0.15
6492,-0.12
6493,-0.11
6494,-0.11
6495,-0.11
6496,-0.11
6497,-0.11
6498,-0.1
6499,-0.1
6500,-0.09
6501,-0.09
6502,-0.09
6503,-0.09
6504,-0.1
6505,-0.11
6506,-0.11
6507,-0.12
6508,-0.12
6509,-0.14
6510,-0.13
6511,-0.12
6512,-0.12
6513,-0.13
6514,-0.16
6515,-0.16
6516,-0.18
6517,-0.18
6518,-0.17
6519,-0.16
6520,-0.15
6521,-0.15
6522,-0.15
6523,-0.15
6524,-0.14
6525,-0.13
6526,-0.13
6527,-0.13
6528,-0.13
6529,-0.14
6530,-0.17
6531,-0.19
6532,-0.2
6533,-0.2
6534,-0.2
6535,-0.22
6536,-0.22
6537,-0.23
6538,-0.23
6539,-0.22
6540,-0.22
6541,-0.2
6542,-0.19
6543,-0.18
6544,-0.17
6545,-0.15
6546,-0.15
6547,-0.14
6548,-0.12
6549,-0.11
6550,-0.1
6551,-0.11
6552,-0.11
6553,-0.11
6554,-0.12
6555,-0.12
6556,-0.12
6557,-0.12
6558,-0.12
6559,-0.12
6560,-0.12
6561,-0.14
6562,-0.15
6563,-0.17
6564,-0.18
6565,-0.18
6566,-0.19
6567,-0.19
6568,-0.19
6569,-0.19
6570,-0.18
6571,-0.18
6572,-0.17
6573,-0.16
6574,-0.14
6575,-0.13
6576,-0.12
6577,-0.12
6578,-0.11
6579,-0.11
6580,-0.11
6581,-0.11
6582,-0.11
6583,-0.11
6584,-0.12
6585,-0.15
6586,-0.17
6587,-0.17
6588,-0.18
6589,-0.18
6590,-0.18
6591,-0.19
6592,-0.2
6593,-0.21
6594,-0.23
6595,-0.27
6596,-0.27
6597,-0.32
6598,-0.37
6599,-0.41
6600,-0.43
6601,-0.43
6602,-0.43
6603,-0.41
6604,-0.37
6605,-0.32
6606,-0.27
6607,-0.22
6608,-0.17
6609,-0.17
6610,-0.12
6611,-0.08
6612,-0.06
6613,-0.05
6614,-0.05
6615,-0.05
6616,-0.06
6617,-0.05
6618,-0.04
6619,-0.04
6620,-0.04
6621,-0.04
6622,-0.04
6623,-0.05
6624,-0.06
6625,-0.06
6626,-0.05
6627,-0.05
6628,-0.05
6629,-0.05
6630,-0.05
6631,-0.05
6632,-0.06
6633,-0.06
6634,-0.06
6635,-0.06
6636,-0.06
6637,-0.07
6638,-0.07
6639,-0.08
6640,-0.08
6641,-0.09
6642,-0.09
6643,-0.09
6644,-0.09
6645,-0.09
6646,-0.09
6647,-0.11
6648,-0.12
6649,-0.13
6650,-0.14
6651,-0.15
6652,-0.15
6653,-0.14
6654,-0.12
6655,-0.11
6656,-0.11
6657,-0.11
6658,-0.11
6659,-0.1
6660,-0.09
6661,-0.07
6662,-0.04
6663,2.55
6664,2.55
6665,0.02
6666,0.05
6667,0.07
6668,0.08
6669,0.08
6670,0.08
6671,0.08
6672,0.06
6673,0.03
6674,-2.56
6675,-0.01
6676,-0.03
6677,-0.03
6678,-0.04
6679,-0.04
6680,-0.04
6681,-0.03
6682,-0.02
6683,-0.02
6684,2.55
6685,0.0
6686,0.01
6687,0.02
6688,0.03
6689,0.04
6690,0.04
6691,0.04
6692,0.03
6693,0.03
6694,0.02
6695,0.01
6696,0.01
6697,-2.56
6698,-2.56
6699,-0.01
6700,-0.02
6701,-0.02
6702,-0.02
6703,-0.02
6704,2.55
6705,0.0
6706,0.0
6707,0.01
6708,0.01
6709,0.04
6710,0.06
6711,0.07
6712,0.08
6713,0.08
6714,0.08
6715,0.08
6716,0.06
6717,0.04
6718,0.01
6719,0.0
6720,0.01
6721,0.01
6722,0.01
6723,0.02
6724,0.01
6725,0.01
6726,0.03
6727,0.03
6728,0.05
6729,0.08
6730,0.09
6731,0.09
6732,0.09
6733,0.09
6734,0.09
6735,0.1
6736,0.1
6737,0.1
6738,0.09
6739,0.09
6740,0.07
6741,0.05
6742,0.04
6743,0.04
6744,0.04
6745,0.04
6746,0.04
6747,0.04
6748,0.04
6749,0.05
6750,0.06
6751,0.08
6752,0.08
6753,0.08
6754,0.09
6755,0.08
6756,0.08
6757,0.08
6758,0.08
6759,0.08
6760,0.08
6761,0.09
6762,0.1
6763,0.1
6764,0.1
6765,0.1
6766,0.1
6767,0.09
6768,0.08
6769,0.06
6770,0.05
6771,0.05
6772,0.04
6773,0.03
6774,0.01
6775,0.0
6776,-2.56
6777,-2.56
6778,-0.02
6779,-0.03
6780,-0.03
6781,-0.02
6782,2.55
6783,2.55
6784,0.0
6785,0.02
6786,0.04
6787,0.08
6788,0.11
6789,0.11
6790,0.14
6791,0.16
6792,0.16
6793,0.16
6794,0.16
6795,0.15
6796,0.15
6797,0.14
6798,0.13
6799,0.12
6800,0.1
6801,0.08
6802,0.08
6803,0.06
6804,0.03
6805,0.01
6806,0.0
6807,0.0
6808,0.0
6809,0.0
6810,0.0
6811,0.01
6812,0.03
6813,0.04
6814,0.04
6815,0.06
6816,0.09
6817,0.11
6818,0.13
6819,0.13
6820,0.13
6821,0.13
6822,0.13
6823,0.12
6824,0.12
6825,0.13
6826,0.15
6827,0.15
6828,0.18
6829,0.2
6830,0.21
6831,0.25
6832,0.25
6833,0.27
6834,0.31
6835,0.31
6836,0.3
6837,0.3
6838,0.3
6839,0.29
6840,0.27
6841,0.26
6842,0.26
6843,0.26
6844,0.26
6845,0.27
6846,0.28
6847,0.28
6848,0.29
6849,0.29
6850,0.29
6851,0.27
6852,0.26
6853,0.24
6854,0.22
6855,0.21
6856,0.21
6857,0.21
6858,0.22
6859,0.23
6860,0.23
6861,0.21
6862,0.21
6863,0.21
6864,0.22
6865,0.24
6866,0.26
6867,0.29
6868,0.29
6869,0.3
6870,0.31
6871,0.3
6872,0.3
6873,0.28
6874,0.26
6875,0.26
6876,0.24
6877,0.2
6878,0.15
6879,0.11
6880,0.07
6881,0.07
6882,0.04
6883,0.03
6884,0.02
6885,0.02
6886,0.03
6887,0.03
6888,0.06
6889,0.09
6890,0.12
6891,0.15
6892,0.18
6893,0.18
6894,0.2
6895,0.21
6896,0.23
6897,0.23
6898,0.22
6899,0.2
6900,0.2
6901,0.19
6902,0.18
6903,0.17
6904,0.14
6905,0.11
6906,0.11
6907,0.1
6908,0.08
6909,0.07
6910,0.07
6911,0.07
6912,0.07
6913,0.07
6914,0.08
6915,0.09
6916,0.1
6917,0.11
6918,0.11
6919,0.12
6920,0.13
6921,0.14
6922,0.15
6923,0.16
6924,0.17
6925,0.17
6926,0.17
6927,0.18
6928,0.19
6929,0.22
6930,0.24
6931,0.24
6932,0.25
6933,0.25
6934,0.25
6935,0.25
6936,0.24
6937,0.24
6938,0.23
6939,0.22
6940,0.2
6941,0.17
6942,0.15
6943,0.15
6944,0.14
6945,0.14
6946,0.15
6947,0.16
6948,0.19
6949,0.21
6950,0.21
6951,0.24
6952,0.25
6953,0.26
6954,0.26
6955,0.26
6956,0.26
6957,0.26
6958,0.27
6959,0.27
6960,0.26
6961,0.25
6962,0.25
6963,0.24
6964,0.22
6965,0.2
6966,0.19
6967,0.19
6968,0.19
6969,0.2
6970,0.21
6971,0.22
6972,0.23
6973,0.24
6974,0.23
6975,0.23
6976,0.23
6977,0.22
6978,0.22
6979,0.21
6980,0.2
6981,0.2
6982,0.2
6983,0.2
6984,0.22
6985,0.24
6986,0.27
6987,0.27
6988,0.29
6989,0.29
6990,0.29
6991,0.28
6992,0.27
6993,0.27
6994,0.25
6995,0.22
6996,0.18
6997,0.14
6998,0.09
6999,0.05
7000,0.05
7001,0.03
7002,0.01
7003,0.0
7004,0.0
7005,0.0
7006,0.0
7007,0.02
7008,0.06
7009,0.09
7010,0.12
7011,0.14
7012,0.14
7013,0.16
7014,0.18
7015,0.2
7016,0.2
7017,0.2
7018,0.2
7019,0.19
7020,0.18
7021,0.16
7022,0.14
7023,0.12
7024,0.09
7025,0.09
7026,0.07
7027,0.06
7028,0.05
7029,0.05
7030,0.05
7031,0.05
7032,0.05
7033,0.06
7034,0.06
7035,0.07
7036,0.09
7037,0.09
7038,0.1
7039,0.11
7040,0.12
7041,0.12
7042,0.13
7043,0.13
7044,0.13
7045,0.14
7046,0.14
7047,0.15
7048,0.17
7049,0.18
7050,0.18
7051,0.18
7052,0.17
7053,0.17
7054,0.17
7055,0.16
7056,0.16
7057,0.15
7058,0.12
7059,0.09
7060,0.07
7061,0.05
7062,0.05
7063,0.05
7064,0.06
7065,0.06
7066,0.07
7067,0.08
7068,0.08
7069,0.09
7070,0.11
7071,0.13
7072,0.15
7073,0.17
7074,0.18
7075,0.18
7076,0.18
7077,0.17
7078,0.16
7079,0.15
7080,0.13
7081,0.13
7082,0.12
7083,0.11
7084,0.1
7085,0.08
7086,0.06
7087,0.06
7088,0.05
7089,0.05
7090,0.06
7091,0.07
7092,0.08
7093,0.08
7094,0.1
7095,0.11
7096,0.11
7097,0.11
7098,0.1
7099,0.09
7100,0.09
7101,0.07
7102,0.07
7103,0.06
7104,0.06
7105,0.07
7106,0.07
7107,0.07
7108,0.07
7109,0.05
7110,0.04
7111,0.02
7112,0.02
7113,-2.56
7114,-0.06
7115,-0.06
7116,-0.09
7117,-0.1
7118,-0.11
7119,-0.11
7120,-0.12
7121,-0.12
7122,-0.12
7123,-0.12
7124,-0.1
7125,-0.1
7126,-0.08
7127,-0.05
7128,-0.03
7129,-0.01
7130,-0.01
7131,-0.01
7132,-0.01
7133,-0.02
7134,-0.03
7135,-0.05
7136,-0.07
7137,-0.07
7138,-0.1
7139,-0.12
7140,-0.15
7141,-0.17
7142,-0.18
7143,-0.2
7144,-0.2
7145,-0.2
7146,-0.19
7147,-0.19
7148,-0.19
7149,-0.18
7150,-0.18
7151,-0.17
7152,-0.15
7153,-0.14
7154,-0.12
7155,-0.11
7156,-0.11
7157,-0.1
7158,-0.09
7159,-0.09
7160,-0.1
7161,-0.11
7162,-0.11
7163,-0.12
7164,-0.13
7165,-0.14
7166,-0.14
7167,-0.12
7168,-0.12
7169,-0.1
7170,-0.1
7171,-0.1
7172,-0.1
